Title,Album,Lyrics,TitlesCleaned
Hits Different,Midnights,iwmhouatcymamomipywogilttuotslwfabtnsyjswotstiirykebposnhefswomlialsmfstgmbihdihdttcbmowaefmtdihdihdciyciyiutsotkijgrtboastlaaofflstotcntsbmhatshmfaindcaindcatbymsicmsicisyntspmiacisriomlialsmfstgmbihdihdttcbmowaefmtdihdihdciyciyiftacoahctstinittemimsswtwisbywtotildnamiseawitltcbyetiwtskotmgdoyhaysasobitgitwyobimaifyaihyfawbicsmywaadgihyktitddthitykitdiioiiyohtcttmattmaomlialsmfstgmbihdihdihdttcbmowaefmtdihdihdihdciyomlialsmfstgmbciycbmowaefmtdihdyihdciy,hd
The Great War,Midnights,mkwblvspwcyaissimtostybdttbuamiwesmiwhfotbcbtmiabatbccusdwomhwtoyrfattgwarutotlivntcaiwstgwydusgftidccdmpaaysihttmfbdidywpwfamitpttsftctmtpyftyndsijiatbccutbwcmhwtoyrfattgwarutbeivntfaiwstgwuuitisbsithgasibbyfomhtsdotigluamwhatbabsicotttwtninlyirtilywcpamgsasppapimhtnmgiwwiwfawwngbttbccutwwomhwtoyrfattgwaruwbfbiviwabycwstgwuuiwabycwstgwuiviwaby,tgw
Bigger Than The Whole Sky,Midnights,nwabmitassomeaimeestitbswsciaonaotsgggywbttwsywmtjastaigaltpaigaltlwingmwcbwbwsbywcbwbydsbfiwoiadsftybidpesttchtiaciaoinmtbsiswidbgggywbttwsywmtjastaigaltpaigaltlwingmwcbwbwsbywcbwbywcbwbwsbywcbwbywcbwbygggywbttwsywmtjastaigaltpaigaltlwingmwcbwbwsby,bttws
High Infidelity,Midnights,lbsswogtidkywkcrsbhysiwfidkywkchipoyrarmibtttftiwdadaihipoyhabmcypfisakiwdadaidyrwkwiwa2dirhtctcihescghbodmfrdtaathlgmipiyjkmsltrtattyktmdwtycktoyltswinltedyrwkwiwa2dirhttyhhbmbtlhipoyrarmibtttftiwdadaihipoyhabmcypfisakiwdadaidyrwtkwiwa2dirhtctciheyktmdwtycktoyltswinltehipoyrarmmibtttftiwdadaihipoyhabmcypfisakiwdadaiotmdwtycktoylaineinelbsswogtidkywkcrsbhysiwfidkywkcboywkc,hi
"Would've, Could've, Should've",Midnights,iywbtiwlaatfgiytpycsmoatfcaiiwspdisoapgmaiiwacdimiygtwyhoaiutdwpwcsiynlmwiwsomkaidsnwdwtdanatghtittpwhantigisogmflwantikiwylmwiyntmiwgawtriinbttcnwataiynsmfbicgoaiwblymmfiatytteuoyacomfwcsiiopisiwsomkaidsnwdwtdanatghtittpwhantigisogmflwantikiwylmwgrmsimwiutbttwcsgwimmiryatticltgifwyimstwwcikowfasiryatticidtwwtdyotdobyailfttohywihgmbmgiwmfaidsnwdwtdanatghtittpwhantigisogmflwantikiwylmwgrmsimwiutbttwcsgwimmiryatticltgifwyimstwwcikowfasiryattogrmsimwiutbttwcsgwimmiryatticltgifwyimstwwcikowfasiryatt,wcs
Dear Reader,Midnights,driiflatyaiodrgoympsajrdrbatfdayplaiydrytmydirntafswfantafswfaysfadrbwycswyhtdrydhtajctayysfadrtgoliysdrwyaatdmsydmntafswfantafswfasiwttniphipsmfdimhtdpoacmsotyffbddpywtmwfiiykwwtiykwiwwtahnahaacntwipimpamfffwcnoswylwypsysfaglglbissbysfaglglbissbysfaysfaglfaysfaysfa,dr
You're Losing Me (From The Vault),Midnights,ysiduaisikydwtacwctitnifiwrlatrwlicotlnijsitdawiitditoewbokiigtefaparftamahgymjhdtfbsylmsylmsylmicfapmhwsafycylmemigaywsimehcystylsyctidisysabmndttqmfwgbywatwwsataitwlaiikmpisainyrdthaykwtasydkwyguigsylmsylmsylmicfapmhwsafycylmcylmsscylmmhwsascylmmhwsascylmhlcwbasstwwtfgtbbtligyambmmeeaaidwbaittbtbsfioyafdyimitbtatpylmaiwmmeapppwowytshaiftdsbsssslsbrsylmcsbignigntbuycmylmsssylmsssylmicfapmhwsa,ylm
Karma (Remix),Midnights,kitglgytsfthoiatbbyryttldciydystgoeybjtgticbaaikmsotscywkwimckimbkiagkitbimhotwkartayetfyinslhkiacpimlcilmflagamakvltkiycbbdkiafiyhgasbpuulasnlyadwhpyooatdgywpwffftctisynysuybiobyagwknglsikmhumbuiwlunptynewnleeibdtwkiabwtpgckimbdkiagkitbimhotwkartayetfyinslhkiacpimlcilmflagamakvltgamwilfatyamwiefattamwsmfbishishishckittrygkoyslabhakgtydsbsftttsljkiaqktamfttsfkitgotscshtmckimbkimbkiagdkitbimhotwwkartayetfyinslhkiacpimlcilmflagamakvltkimbkiagakimbmkartkghyd,k
Fortnight,The Tortured Poets Department,iwstbsabtftcagmiwafatnnmnaaottsihyobytranohtbbwayqtafaftwwfriysaatwnyimbtignywwfiwkhammamsiaefittmmdtewtailyirmlilyirmlityfoafitybityafaftwwfriysaatwnyimbtignywwfiwkhafaftwwtriyscomsnyatmtignmhiciwkhilyirmlilyirmlityfoafityityilyirmlilyirmlityfoafityitytocybywpunfliamtfbtcywbiwsutytttmtocybywpunfliamtfbtcywbiwsutittty,f
The Tortured Poets Department,The Tortured Poets Department,ylytamasfttpditstinslwutabyismtsdotrbisteasltswedyawghylmawgkyinmiliyfasyndtinpstatchwmiawghylmnnnystasbocwdcpsbabaisyhyfalatgrbyawdpniyhbirtowycuictcwyawghylmwghywghyawgkylmwgkyiliyfasyndtinpstatchwmiawghylmwghywghynwghywghynwghygkygtynsiwiygstuwmbytlykyiielaihsttjaysifsewkuwimtbcwcstmweigkmadytmrommfapiotoppwroattcictmhewghywmwgkywmayndtinpstatchwtiwghywghywghywghywghywghywghywghygkygtyylytamasfttpdwedy,ttpd
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,ohwgatvihhctrteodowtsadpatmrdmpsbysshwhfgmmbobhfttoiqoschdoociftrppitdoniskiwamotoombobhftootwalorwwcpfkttikijrmpmbomsbfptsaitythrbhlmhlmcysshwhfsmmbmbobhfttoiqiqoschdoociktmtwdithomthsfshsiuoombmbobhftoooifmhgmmoifmhgmmjswipahwmbfdatsifmwwpptwatkchtmoombsmthlatbptmibobininin,mbobhft
Down Bad,The Tortured Poets Department,dyrbmuiacosdjtdeotmiwtcosmttwibtutsmbwicffamikclnidbcatgecotpfiiichhimjdiwmnddbwuibsatscbapmufiiichuimjnguimsdbfiiichhdbfiiichhdytamocjtlmhnaaiafimsottssshntsiniitateoyfamiwhnidbcatgcatgecotpfiiichhfiiichhimjdiwmnddbwuibwuibsatscbapmufiiichuimjnguimsdblilmtfiiichhdbdbwatsfiiichhilyhtecacayiehdystiibyafospwtcauihdytirlmsascfiiwilsfyiichucfiiwilnidbcatgcatgecotpfiiichhchhimjdiwmnddbwuibwuibsatscbapmufiiichuimjnguimsdblilmtfiiichhidbdbwatsfiiichhlilmtfiiichhdbwatsfiiichh,db
"So Long, London",The Tortured Poets Department,ssllllssllllssllllisimmflttmikcactwotrphitethwdamssfcuuthwtmcwbctcistmhlstdtsthmsdytihdytihimottsllyfsidoitbyomoiftcshgtailaikylmathbthiscaainutswgwwnctaipoylmgyatyfffsllsutgogifsaysiatsbiwgdwimwdghttyqramfsiirtbsedoalaebflrawynsihwtbtshmsdytihdytihimhmtjhldytigfisfihtgbfystylmbwwtcidotawftpysuttgoybdaijgcbimfijmahciltpfssllllhhaaggrrammowssbiinnttoossllllssuuttggoggyyffs,sll
But Daddy I Love Him,The Tortured Poets Department,ifhtwwwifitwefijltporytcysahitsbctpswamijltptasycthythahfasgtraitstdomwwtotiwnirwmdusbdilhihhbninbyssyfithtfittfninctmsikhcbhtoiwddampwlttiawbgupsmnguaahwchwrbelarsetehcdatchsafhtsptmlktwwnhjstatlairwmdusbdilhihhbninbyssyfithtfittfninctmsikhcbhtoiwitysrnirbmwldtltomsoatbamitysbmgnimatdidctatvdiecgstmjcwstwwbfmspsinsticctbomhwhtmactcautdyagpfmmamwbaaotwjiaywigfmtijwnaijmctalopittibumfssdfttpbblcwcbwthddwtmpatcaatwmashobfeionidimditsaemdjlhihlaomgyssyftdigspanyccttwikicbhtoiwitysrnyagpfmmamwbaaotwjhwchwriaywigfmtijwnaimcsbdilhihhbninbyssyfbomgyssyfhwchwrhwchwr,bdilh
Fresh Out The Slammer,The Tortured Poets Department,npbirbhtyfotsikwmfcwbtfotsoastcrthdumsbiwsdbhwwhidgabafathttsiwufjohosyollacitsohhwfbigbaidmtnpbirbhtyfotsikwmfcwbtfotsocfwbgtmttaotlaisimlntikbiwnlmbamftbiwhiwmddfjogohsatnhkmgsyiaompnwatslidmtnpbirtthwyswuatplggttowsitgohadanmwidiwmaanwigsuntikwashatpwwutsocswirbigbaidmt,fots
Florida!!!,The Tortured Poets Department,ycbthiybtcttsiwacigimbtamfaslwolbatcrodmcldykyhroatyjagisywylajtpfatdidfiohoadfciuyuthwmnwicigdaiditwmabitbwabowwmamgwhahoatyihbifjfamggtlatcaychdwnoaaqhsidmbtltraotbthebombaimmtsitsitabttsiasldykyhrottygasypylajtwotsbitfiohoadfciuyuintfstmtfigsribtiftmidsiualtdabfmufintfstmtfigsribtiftmidsiuwacwarfmufiohoadiohoadllmltaidwtestmtfldykyhroatyjagifsywylajtpfatdidtmtfldykyhrottygafsypylajtwotsbitfiohoadtmtfciuyufiohoadfgofmu,f
Guilty as Sin?,The Tortured Poets Department,ditbnhsmdlihhiiawmbbtcwojfaiatcidocltmlttwotorcihthapisvaibomowwihwmomutoimmosafbithmowawtdikrtwndmtkhilfotwethshcibgasiktlliliavstmtnstabtoyattffgwtlbtaomwadiimhiimwdiflavwbuswihwmomutoimmosafbithmowawtdmbsaaishnbulwcomgwethshcibgaswiirtsatgcmawitwyhmiawhilpiwtwfmtdkhyhmssicyamrwihwmomutoimmosafbithmowawtdikrtwndmtkhilfotwethshcibgashsmdlihhiiawaiatc,gas
Who's Afraid of Little Old Me?,The Tortured Poets Department,twwowtipftabmbhptpydgttmasiywmdysjsnmmfmasilftgaildysctplarsaiswaolomysbtswctbhjgaackygnydgttmyfbiiawiblhomjtwcajluicsilftgaildysctplarsaiswaolomiwtiwgttclmmmdywfwtoahtwaolomwysbysbysbysbysbysbysbysbysbysbstmeinambwiiitstddithmbwitdiwsasyjhdthmmywlahitawtrmsaykcsimhwatciadomotitwtastisyiysomltifaiwaiwpniaomsatwyssasilftgaildysctplarsaiswaolomiwtiwgttclmmmdywfwtoahtwaolomwysbysbysbysbysbcylmysbayhmysbaytmycmatycmciawiacytmswaomwaolomwaolom,waolom
I Can Fix Him (No Really I Can),The Tortured Poets Department,tscbohmlafttasttjthtatbwraftltsthsghhwitehmmbygldntlaficfhnricaoictdrthboasthhhscfhpsthomfaicsifamaapcfmcsshhahothghjhmmytsthsghhwitehmmbygldntlaficfhnricaoicgbtrccisyhiybaaantmichmadmnrictsthsghhwitehmmitehmmbygldntlaficfhnricnricwmic,icfh
loml,The Tortured Poets Department,wgsufwbirfiwktsawetmottiwaswwjkbisidmittitiwbstsifaltnbansiykiiogilyaigfoktgmsaktatcnqbiysatitnotylbysgyhgytmitloylysitloylaamtwgtmttwybiwtwofatmirywyipohtotbfwytmthtaaaotibacmsafagsbifahltnbaesiykiiogilwwtwfatwmsaktatcnqbycibawatptadmsygtmhcysitloylysmutttratciwicuhwahiadpottatseticgoobcscdiwliwmiwuslisbowavrwabgtcchwalicttbolinlnmofodeifyamyseaissiuidytloml,l
I Can Do It With A Broken Heart,The Tortured Poets Department,icrymshttohltihgptlrssohsenicsylottfciartkichmstsbygfitymiaidlcbsewywdhshlmahlbtlwtsbdihtfatpomsatcwcmiwgliwiwhmmcicdiwabhottfisdialimbedisowhbhamltpicalbiaspiaaykygwycediwabhichmbibdishlikfhtidceiditwtisicpttottfciartkichmstsbygfitymiaidlcbsisfmhshlmfatbttwqsbdihtfatpomsatcwcmiwgliwiwhmmcicdiwabhottfisdialimbedisowhbhamhamltpicalbiaspiaaykygwycediwabhykygwycediwabhykygaigcimhanekatacfmj,icdiwabh
The Smallest Man Who Ever Lived,The Tortured Poets Department,waoitgamsiyjwswtfwtgyttbspfafofomtjgynykwiflaidewybijwtkirmsswtgaidmwwhbcsgamttsmwelyhmoywsmwyppipsmotsisocoyqhcythlaaydmuiamoamaidewybijwtkirmsswtgaidmwwhbcsgamttsmwelwysbswwmddyswaguobwywabwyascsifywatbdaycwydiaisgrciwsoiwfiwdfysiijdiaydpbywgtysiiasttbycmpayrcysngwbbywgbtmykotslbyspaipsyhbyawydaifybinftsmwel,tsmwel
The Alchemy,The Tortured Poets Department,thoefltchmlwwwiityibthwadwstiehicyoamihcaislbicbssswitdctaacefttdtcgtcbitotbctsoyhsisrfmhwawtftahywiitywctcpbisifumrihcaislbimactwibswitdctaacefttdtcgtcbitotbctsoyhsisrfmhwawtftatbwtbwboawshjtihbttwaectsoyhsisrfmhwawtftasoayflyuothbsttfccctstwncttbtgitlwtthjcrotmtctaacefttdtcgtcbitotbctsoyhsisrfmhwawtftatbwtbwboawshjtihbttwaectsoyhsisrfmhwawtftathoefltchmlww,ta
Clara Bow,The Tortured Poets Department,yllcbitlrayldykybplarinttebitimdiihdiihtmnoimsttistlomttifbytrtbofatsrttggeptbdyllsni7thalcgwahfhmafeinttebitimdiimidiiminoimsttimtsiltawsttifbytrtbofatsrttggeptbdtcisbytrqfabawmytngwwptbdbiabtrdoafdmowyggfjsdtlykihoetbhttbtdcgylltsitlwliygesndtfbd,cb
The Black Dog,The Tortured Poets Department,iaswureysyswaylyfttioasiwaywisbctbdapnhimhyfttioaihmijduhydmmitbdwsptslayjubstytktstwiitmfoodohdsimttwwthmlsuaimnoutwidfyaaotblpysinabmtptphuibitaikmijduhydmmitsarhmrbwsdyhmwihfacfipaismiohdsswobcaismtswymfomwsejniwsmhasftamcahaptcaemdeiidsaihyhiaihisitbdwsptslayjubstytktstwiittfoodctbylyliscbicohds,tbd
imgonnagetyouback,The Tortured Poets Department,ylsstotfmlsdyryktpgiaityothictwsswmccsatblsfboyfyfigiywigbywogsuybihdybiggybwigcyootybtmhihdybiggybiihtwiyeimywttyftywnnmymstblalidcwydiaamtyssitdtrahaityothicttuhatybftsalyladhpoimjlyttewigbywogsuybihdybiggybwigfyoopyitcihdybiggybiihtwiyeimywttyftywnnmymicfichitwymptrbwbsnsygsisigsteiihilhwybwbbefigfigwbatpbswptgotmfihybilyjtspypbipewwigbywogsuybihdybiggybwigcyootybtmhihdybiggybiihtwiyeimywttyftywnnmiggyb,i
The Albatross,The Tortured Poets Department,wmoswwadttcarbaoniascihsstmtttwhahcytholaystasihtdywmosobsktgoltoldtslmuitbiviydatttwyamcytholaystasihtdydtykrwhtasstdycyitdawtsrfoyaypngityhibttatnoimwmorfnatbijrthycciywsswtdyfybaittwyatsicmthsmwlapitaisiatrtdtyklnmlaaitlycaattdttdscythstasihtdy,ta
Chloe or Sam or Sophia or Marcus,The Tortured Poets Department,yhsimahithosidncososomaijwihatdwpuffaysmbowsnwslhwbyisayjwihiywbmcchjsilytwtywiywtmwajsyawysstticuytmiaiosynmbyndmaicwihicigvafcpalaoaratomdoyayjwiiywbmcchjsilytwtywiywtmwajsyawitgimettdoysdtpitbttmiciylsmwdtibmytkwtdsiismaayhskwaiswtmymfftsmlinhcibetjfiyocwwoplwwhcitbniyfitbijdhsiywbmcchsylmaiywtmwasyawciwwiawiaw,cososom
How Did It End?,The Tortured Poets Department,uuwhctphwahhftmoomwswcnctasattwmbbfcocaihatehdwtnoeaoofwmkhdieuuwwbtucwltrstddafvtigltgocwatcstghtthsctktcthtfctcgwwriatswiclswldyhtciaoogathdiesioawfhtdrbsatswltdoodlmbarmbgamsiatdihahdieicpliuhdiecocaihatehdwtnoeaoofbisdkhdie,hdie
So High School,The Tortured Poets Department,ifshsetilayiwfyiacjthfyaiaboaceisofecpittltmbtftysmidwytaihfsyjadntboawitbssiwapwyoasnyfaasbqittsmscifshsetilayblayaaaaygmkokmkmijagbrriboatatfutgmcditststpmttbstbsnoehmhmnlytdsbykhtbikabnfttmwybpgtaitsshykwywabyghbnftyakbifllitmopdtiydoydaihvlamaiaboaceisofecpittltmbtftysmidwytaihfsyjadntboawitbssiwapwyoasnyfaasbqittsmscifshsfshsetilayblaytdsbykhtbikabnfttmwybpgtaitsshyykwywabyghbftyyakbyakb,shs
I Hate It Here,The Tortured Poets Department,qqtmsalyaaptitboafgtmaysayebimecpysiwadialbnistbstgoiciacidbiglntikwwihihsiwgtsgimmpnaktgttooimiraiiabwiwapcnmchasfitmotycihihihihmfutpagwwwpadwwwcliiotist1bwatragmofthbewldciwfnsliwnefbtniamtiibtihiiwfitpihihsiwgtlvimmwtfabpotgsidaiitdtniflimdnmchasfitmotycihihihihilbigibbisifisamrfmilaigloptpmmfwldletcftmaimfiraiawutialiihihsiwgtsgimmpnaktgttooimiraiiabwiwapcnmchasfitmotycihihihihqqtmsalyaaptitboafg,ihih
thanK you aIMee,The Tortured Poets Department,wipmhtabssoyaapuitttpmdtsaosaiwatsspbidtodicsattywtpiwbsaicftwymmfsfyattnsatbwgbicftwymmhaiwaffoackettasamgatswhitlplaebsitaiwatsspbiptodicsattywtpiwbsaicwtsyiwrsfyattnsatbwgbicftwymmhektmmiaswbsutsswtywdipebuthywasjrimhrimhiwatstyfuibaltycubwictstamotttwbtithbyamyriaiymynbmsbabidtycmasicynaardcaodykchsastoutigkiaycattywtpiwafnaotilssfwuhstyattnsatsascicftwymmhektmmiaswbsutsswtywdsipebuthywwsjrimhrimhtyatya,tya
I Look in People's Windows,The Tortured Poets Department,ihdttdistciyboooooonigcaaybytssssssaftbtwbiabtnksilipwtbrggthtfotdnwilipwicyattwiyeluammomtyhsatyhispwimnnnnnnitsfoswatcybddddifatnkmiattiosilipwlisdwiacpfoilipwicyattwiyeluammomt,ilipw
The Prophecy,The Tortured Poets Department,ottfhottticliabobigaaiwwigclegbowippawighigalwwlhagwwbbilttsaspibomkctpdwmjswwmcliobmwdihtstaitcrtpcottmpolfiafoiwsisiositqpbftwotphosidohpibomkctpdwmjswwmcliobmwdihtstaitcrtpaislaifltvldoaipagwscbihlawatmailugwacrastagwhfbescitmtwisaismfnsosijapisogsmlcsswtmibooooopibomkctpdwmjswwmcliobmwdihtstaitcrtpwdihtsttctphottticliabobigapawighigalwwlhagwwbbilttsasp,tp
Cassandra,The Tortured Poets Department,iwimnhpdputcatwipialtowisctwiwwigtcwtfsttsitstarrwibtbtswttcoiqstkcfcsftwatttttstfmcwsirtsdybmniwimtwntamsistswdkymyawhiibwyastkcfcsftwatttttstsmlifirtsdybmntktktktwttiwostftpgtccltasnbtbnlapbtnsapfmsycmmwtisifiamwnohiputcatwipialtowisctwiwwiliastkcfcsftwatttttstfmcwsirtsdybmnaaaiwosaatasnbtbnlapbtnsapfmsycmmwtisifiamwnohnohnaswwhwtfsttsitstarrwibtbtswttcoiqisq,c
Peter,The Tortured Poets Department,fmpmlfliclcpfwwwjkiisidtgotofubssswtpwslmrgtfsdaidwcditiwjgfnysywggutywgcfmsywggutywgcfmsywggutywgcfmwftmobpobntkontkaysamransihgtpblwaeoytiwomasigmwcyjswbdtbwcdutsmidgaidwhawsiwjgfnysywggutywgcfmsywggutywgcfmsywggutywgcfmwftmobpobntkntkaiwctiwbiltlbatmmihyrwyfotgtmatylclnlwpieaysycagmbywtatslotfhelttlbcoylfmppktitthohottdttdwywmbtwwsbtwhtotlysywggutywgcfmsywgguysywggutywgcfmsywgguysywggutywgcfmsywggutywgcfmsywggutywgcfmwftmobpobntk,p
The Bolter,The Tortured Poets Department,baasadwswsifwaiccsmaccerbeehofwaqbfsscheftygtkhtsrliarbhbhbmlatnhtbswakowmsmltbiaeuwatcsotdoeewtsoadthchawwhwbsbaswliflbahflfbheiflttsfttitcoahwacwhbjlagthasltwittabmhcwhjtphuaafbtifwiarppcplitrwacstwsstllditfasjksmbswakowmsmltbiaeuwatcsotdoeewtsoadthchawwhwbsbaswliflbahflfbheaiflttsfttitcoasbmpwmomfftottrasldabnoiicttciwhahftbteieswakowmsmltbiaeuwatcsotdoeewtsoadbsgtbsycbstaswliflfahflfbheasriflttsfttitcoa,tb
Robin,The Tortured Poets Department,lmyryaayabowptunyhnisttlsctatstkifyiswtgthahwalfylmyraydyajrcimylrayhnibddaooyrtswavtkifyiswtgthahwalfyygtdaybyhafsotssyhnriydfryhnittwaftcatmyltbbjlytbnwcyciswtgtwtgthahhahwalfy,r
The Manuscript,The Tortured Poets Department,natsrtmotetatctlhsinadbigymhiynisrheasyaphsnjagshstitswhagatcwstbpsbsiwoitaohswswtamcemiafpasoakcacsuiwihmbtsdbwwhoawdbotbotdstahhssswswbhyehbabswsatyplsoastpstwwyklbmbtowtmfttawhtmatsdwawtsattfiswtsaalskwtahbftottlitmolsfmttysnatirtmbtsima,tm
Last Christmas,The Taylor Swift Holiday Collection,lcigymhbtvndygiatytsmftiwgitssobatsikmdbyscmetmbdyrmwihbayidnsmmciwiuasiwansilyiminikwafibbiykmnikywfmalcigymhbtvndygiatytsmftiwgitsslcigymhbtvndygiatytsmftiwgitssacrafwteiahfyaysoimgitywstromigiwastcoafoalwafihhagoacbythamtymtyiwgitssblcigymhbtvndygiatytsmftiwgitsslcigymhbtvndygiatytsmftiwgitssalcatyiwbalallcigymhbtvndygiatytsmftiwgitss,lc
Christmases When You Were Mine,The Taylor Swift Holiday Collection,ptdtmcidwttatrnceiwimaiascltmmitkwamsghywwidaiywwlicntiktsbaltbtwcwywmibdfwyruutngcaeheybslegsthbfmijaltctwcwywmmcethtbsijstyibygymasawyclawywputltydynolpohiktsbaltbtwcwidwhyatctwcwywmywm,cwywm
Santa Baby,The Taylor Swift Holiday Collection,sbsasuttfmihbaaggsbshdtctsba5ctlbwiwwufydsbshdtctytoatfihmtoatbihnknyicbjagiycomclsbiwayartnalihbaaaysbshdtctshtiomtirdntdtapmshshdtctcatmctwsdbatirdbiylusiybimsbftmoltaraidmotpsbshdtct,sb
Silent Night,The Taylor Swift Holiday Collection,snhnaicaaibryvmachistamsihpsihpsnhnsqatsgsfhahhshctsibcosibsnhnsoglplrbfthfwtdorgjlatbjlatbhhhctsib,sn
Christmas Must Be Something More,The Taylor Swift Holiday Collection,wirabdmatwtssswfgrwyswkwmwwhignliswwhicctaltmwwyfystthssshnsshttbbwsoliswattiapawuoydshsysktifscmbsmwiadnpatatttwwtwadwihciacbtittiswafwwhipawatmwwyfystthssshnsshttbbwsoliswattiapawuoydshsysktifscmbsmwgscuiaoibarhlaittoyaehistltoymittdhssshnsshtjcwsoliswattiapawuoydbhsysktifscmbscmbscmbsmtgbmtgbm,cmbsm
White Christmas,The Taylor Swift Holiday Collection,idoawcjltoiutkwtttgaclthsbitsidoawcwecciwmydbmabamaycbwidoawcjltoiutksmydbmabamaycbwmydbmabamaycbw,wc
Eyes Open (Taylor's Version),The Hunger Games,ewewewyskyeotttiywwjcpsjpddwheibwbwowsbnwsiacwwesakskyeoewfytbdewtstfewysskyeokyeokyeoshyatsaasogelfanstntymitfbtataotsyiassanctsynbygstdyygstdyjgkyeoewfytbdewtstfewysskyeokyeokyekyfrhskyeokyaltngdkyeokyeokyeokyeokyeoewfytbdewtstfewysskyeokyeokyeokyeokyeo,eo
Safe & Sound (Taylor's Version),The Hunger Games,irtsdyfwisinlygwatsakylirysdlmhabatdagaptjcyetsigdybanochyncmlyaibsasdydloywdeoftwoodkrohottlewtmggjcyetsigdybanochyncmlyaibsasymaloooooooooooooojcyeybacmlyaibsasoooooooooooo,ss
Renegade,How Long Do You Think It's Gonna Last,itoywoydntsoywjawtwnfmtsbisaaiiwkhmpyhciimhltlayrgtatitltalayddmacybumsammyfhitycalwotblmsyfywbtfrtnsiiifmtsgystsiclyiiryatsyfgmeodyjnwtitoywoydntsoywjawtwnfmtsbisayfomcyhybdykydmatysmhaiatlymalayrgtatitltalayddmacybumsammyfhitycalwotblmsyfywbtfrtnsiiifmtsgystsiclyiiryatsyfgmeodyjnwtaiiwkhstpwyciimltlayrgtatitltalayddmacybumsammyfhitycalwotblmsyfywbtfrtnstnstnstnstnayrgtatitltalayddmacybumsammyfhitiiifmtsgystsiclyycalwotblmsyfywbtfrtnsiiryatsyfgmeodyjnwt,r
Beautiful Ghosts,Cats,fmhiydtiwkwtlysitcwnotcomsiwftdwfmltswnbimmatiwwtbwtytwlsaahbinalyhsstctvodringliatmwllabalyhbgpntvcafolbtdohtwoattfwmstctmfabbaithjamdatiwwtbwtytwlsaahbinalyhsstctvodringliatmwllabalyhbgasmmhiwihkwitiwbbifsawtponaikttlisbiwaifatiwwtbwinwlsaahbinwtihsstctinkiltwtlmiatmwllasidwtbgatmwllasidwtbg,bg
Macavity,Cats,mamchcthfhtmcwcdtlhtbosytfsdfwtrtsocmntmmtnolmhbehlhbtloghpolwmafsbwtrtsocmntmagchvtatywkhiyshfheasihbidlwthhihdhcidfnhwauhshhfstswmlasawythhahawammtnolmfhafifsamodymmhiabymshitsbwacdtmnthorikhcacahfanfiafosyawtllatjcirowtmimoapbsotggibattprttwottmntmmtnolmtnwacosdashahaaaoottswettdtpmwtatstatcwwdawkimmmrganmtaftcwattjctotnocmmtnolmhafifsamodymmhiabymshitsbwacdtmmmmwacdtmnt,m
Carolina,Where The Crawdads Sing,occrtmvliwblicliasckwfyirfatblawckaydsmhntndsmhasimditmitcdlimafimicatapiwnegattocwekcsotdslispmbatlsfcpwycmhmlrdtbrmtwwwaydsmhotndsmasimditmitcdlimafimicatapiwnegattocwekaydsmhtndsmhnydsmhtnsmockwfytstiwgasasialbbtscfaimngibmtsatsck,c
Christmas Tree Farm,Christmas Tree Farm,mwnatubssahstbicmeaisejlmimhiactfwtpwctduslbuitmacatcwfaijwbttsdoharmafaeiiabaywbttutmwtfgatmilyjbiyatmbttlfwewctimhiactftalitbwrioftcittkadosatwatstwtsabossdoharmafaeiiabaywbttutmwtfgatmilyjbiyatmbttlfwewctbyawifayrmohobbmcawtwifiptwtbbmctyutmtywtfgatmilyobbmcobbmcdobbmcilyobbmcobbmcijwytkobbmcwewctily,ctf
I Don't Wanna Live Forever,Fifty Shades Darker,bsewobtfwhycijacelinphaabbifcuananaedgmsobysnwihtmidwlfcikiblivaidwfwijwkcynuycbhijwkcynuycbhijwkcynuycbhisewoaigotsimmwiidabojltlomloymalbbifcuananaedigysbygmnwihtmidwlfcikiblivaidwffbwwijwkcynuycbhijwkcynuycbhijwkcynuycbhiblsiatnpbbifcisyaiatefuananaediblsiatnpgmsobysnniiacitewypiwihtmidwlfcikiblivaidwfidwffbwwijwkcynuycbhhijwkcynuycbhbwijwkcynuycbhidwfijwkcynuycbhbhtybijwkcynuycbhijwkcynuycbhuycbh,idwlf
Only The Young,Miss Americana,ikmatloyftmyhtnysiafitydatycdtgwrtrgttwottrywottbotyotyotyotycrcrsrararsednybftsyohotygtcswwtbhswbatbbmahbbcthaswrohqtftaghutbhttagctwgdiotttiobijbootcsuotyotyotyotyotyotyotyotyotyotyotyotyotyotyotyotydsytttfotyotyijamototyotyuttflotycrdsytttfijamotcruttflsrarardsytttfijamotsruttflarararotyotyoty,oty
Two Is Better Than One,Love Drunk,irwywotfdycimlaithyktcbsceydawysyktiatmbaanilwnsmitticlwyamtibtobtsmttfotromlayagmcuaittibtoireluyftwyryetwytymihfbcwicmeadaitoyaeoifnbtmitticlwyamtibtobtsmttfotromlayagmcuaittibtoirwywotfdycimlaithhhmitticlwyamtibtobtsmttfotromlayagmcuaitoiclwycbtibtotsmttfotromlbifowatsadtibtotibto,tibto
